"","Oligo_Number","K562_Rep_1_Normalized_Edit_Score","K562_Rep_3_Normalized_Edit_Score","K562_Rep_2_Normalized_Edit_Score","K562_Rep_4_Normalized_Edit_Score","HEK293T_Rep_4_Normalized_Edit_Score","HEK293T_Rep_3_Normalized_Edit_Score","HEK293T_Rep_2_Normalized_Edit_Score","HEK293T_Rep_1_Normalized_Edit_Score","iPSC_Rep_1_Normalized_Edit_Score","iPSC_Rep_2_Normalized_Edit_Score","iPSC_Rep_4_Normalized_Edit_Score","iPSC_Rep_3_Normalized_Edit_Score"
"1",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",210,0.213615521260114,NA,22.4290708692638,0.131423783043959,8.46047603278373,4.48437956683738,15.8677047118042,0.140832804137249,4.95218662194896,1.10109374085552,NA,8.02199193113483
"8",43,NA,0.363600813676419,NA,NA,0.083765432393772,0.0665126668948496,NA,NA,NA,NA,NA,NA
"9",160,0.0955972197262333,0.105895023460713,NA,29.2897566572636,0.995349728249821,3.09938158830758,0.087939508796693,0.567229478369164,5.20325826734415,0.246380739711259,10.4167289808181,3.17577090362665
"10",68,0.0818864292443436,0.090707296412766,NA,NA,0.0668701333505572,0.0398229088448883,NA,0.0539862243306972,NA,NA,0.998348068342697,0.354820951279793
"11",275,15.2287248684282,0.124956847833733,0.116120281019879,NA,0.092119172416774,0.0182864567593447,6.900653025053,0.0743705157753914,NA,0.581461896794128,0.171913441082677,0.651727176250247
"12",292,0.227153315444167,0.125811219913218,NA,NA,3.89545893420745,5.0999820172239,0.156718085308123,0.29951604821937,1.14478899452681,1.75631264321092,0.605811049251529,3.77305371388302
"13",22,0.0739705468725064,NA,NA,NA,0.0151014654657195,0.0239821776941046,0.034022608481813,NA,NA,NA,NA,1.06840250373568
"14",63,NA,NA,0.243158206757476,0.096885888343912,0.176824451865218,0.0893484869352105,0.289726443953545,0.311466715249802,4.444406349143,1.62345722763172,0.419988575334948,0.227454971804903
"15",277,0.10600409289749,NA,NA,8.08696341091786,2.03428010586829,7.20006551766572,8.33734018938176,0.279546234556625,0.213692357844844,5.46404317935148,3.47329087475243,6.73676469086656
"16",49,NA,0.082097269301042,0.0762916010404361,0.0911946954850789,0.0302613767744523,0.384457371621631,NA,0.0488617980328201,0.89642927339579,NA,NA,5.45939687135334
